# Total Phase Data Center(tm) v6.73
# (c) 2005-2017 Total Phase, Inc.
# www.totalphase.com
#
# Sun Jan 21 03:16:11 2018
#
# Level,Sp,Index,m:s.ms.us,Dur,Len,Err,Dev,Ep,Record,Summary
3,FS,14778,0:11.719.906,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14779,0:11.719.916,95.500 us,64 B,,02,02,      IN txn   [4 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14780,0:11.719.916,37.750 us,,,02,02,         [4 IN-NAK],
3,FS,14781,0:11.719.962,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14782,0:11.719.965,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14783,0:11.720.011,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14784,0:11.720.020,93.500 us,64 B,,02,02,      IN txn   [4 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14785,0:11.720.020,36.500 us,,,02,02,         [4 IN-NAK],
3,FS,14786,0:11.720.064,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14787,0:11.720.067,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14788,0:11.720.113,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14789,0:11.720.121,93.166 us,64 B,,02,02,      IN txn   [4 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14790,0:11.720.121,36.416 us,,,02,02,         [4 IN-NAK],
3,FS,14791,0:11.720.164,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14792,0:11.720.168,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14793,0:11.720.214,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14794,0:11.720.289,50.083 us,64 B,,02,02,      IN txn,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14795,0:11.720.289,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14796,0:11.720.292,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14797,0:11.720.338,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14798,0:11.720.346,93.666 us,64 B,,02,02,      IN txn   [4 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14799,0:11.720.346,36.500 us,,,02,02,         [4 IN-NAK],
3,FS,14800,0:11.720.390,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14801,0:11.720.393,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14802,0:11.720.439,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14803,0:11.720.447,94.250 us,64 B,,02,02,      IN txn   [4 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14804,0:11.720.447,37.166 us,,,02,02,         [4 IN-NAK],
3,FS,14805,0:11.720.491,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14806,0:11.720.495,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14807,0:11.720.541,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14808,0:11.720.549,94.000 us,64 B,,02,02,      IN txn   [4 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14809,0:11.720.549,37.083 us,,,02,02,         [4 IN-NAK],
3,FS,14810,0:11.720.593,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14811,0:11.720.597,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14812,0:11.720.643,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14813,0:11.720.651,104.583 us,64 B,,02,02,      IN txn   [5 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14814,0:11.720.651,47.750 us,,,02,02,         [5 IN-NAK],
3,FS,14815,0:11.720.705,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14816,0:11.720.708,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14817,0:11.720.754,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14818,0:11.720.762,82.916 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14819,0:11.720.762,26.000 us,,,02,02,         [3 IN-NAK],
3,FS,14820,0:11.720.795,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14821,0:11.720.798,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14822,0:11.720.844,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14823,0:11.720.852,82.500 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14824,0:11.720.852,25.333 us,,,02,02,         [3 IN-NAK],
3,FS,14825,0:11.720.884,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14826,0:11.720.888,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14827,0:11.720.934,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14828,0:11.720.942,82.250 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14829,0:11.720.942,25.416 us,,,02,02,         [3 IN-NAK],
3,FS,14830,0:11.720.974,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14831,0:11.720.977,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14832,0:11.721.023,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14833,0:11.721.031,93.833 us,64 B,,02,02,      IN txn   [4 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14834,0:11.721.031,36.916 us,,,02,02,         [4 IN-NAK],
3,FS,14835,0:11.721.075,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14836,0:11.721.078,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14837,0:11.721.124,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14838,0:11.721.132,93.583 us,64 B,,02,02,      IN txn   [4 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14839,0:11.721.132,36.583 us,,,02,02,         [4 IN-NAK],
3,FS,14840,0:11.721.175,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14841,0:11.721.179,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14842,0:11.721.225,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14843,0:11.721.289,50.083 us,64 B,,02,02,      IN txn,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14844,0:11.721.289,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14845,0:11.721.292,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14846,0:11.721.338,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14847,0:11.721.346,82.583 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14848,0:11.721.346,25.583 us,,,02,02,         [3 IN-NAK],
3,FS,14849,0:11.721.379,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14850,0:11.721.382,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14851,0:11.721.428,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14852,0:11.721.436,114.416 us,64 B,,02,02,      IN txn   [6 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14853,0:11.721.436,57.583 us,,,02,02,         [6 IN-NAK],
3,FS,14854,0:11.721.500,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14855,0:11.721.503,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14856,0:11.721.549,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14857,0:11.721.557,83.083 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14858,0:11.721.557,26.250 us,,,02,02,         [3 IN-NAK],
3,FS,14859,0:11.721.590,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14860,0:11.721.594,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14861,0:11.721.640,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14862,0:11.721.647,93.166 us,64 B,,02,02,      IN txn   [4 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14863,0:11.721.647,36.500 us,,,02,02,         [4 IN-NAK],
3,FS,14864,0:11.721.690,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14865,0:11.721.694,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14866,0:11.721.740,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14867,0:11.721.748,82.416 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14868,0:11.721.748,25.750 us,,,02,02,         [3 IN-NAK],
3,FS,14869,0:11.721.780,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14870,0:11.721.784,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14871,0:11.721.830,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14872,0:11.721.837,82.416 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14873,0:11.721.837,25.750 us,,,02,02,         [3 IN-NAK],
3,FS,14874,0:11.721.870,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14875,0:11.721.873,44.933 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14876,0:11.721.919,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14877,0:11.721.927,82.500 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14878,0:11.721.927,25.750 us,,,02,02,         [3 IN-NAK],
3,FS,14879,0:11.721.959,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14880,0:11.721.962,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14881,0:11.722.008,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14882,0:11.722.016,82.083 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14883,0:11.722.016,25.416 us,,,02,02,         [3 IN-NAK],
3,FS,14884,0:11.722.048,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14885,0:11.722.051,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14886,0:11.722.097,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14887,0:11.722.105,82.000 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14888,0:11.722.105,25.333 us,,,02,02,         [3 IN-NAK],
3,FS,14889,0:11.722.137,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14890,0:11.722.140,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14891,0:11.722.186,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14892,0:11.722.289,50.083 us,64 B,,02,02,      IN txn,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14893,0:11.722.289,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14894,0:11.722.292,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14895,0:11.722.338,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14896,0:11.722.346,92.833 us,64 B,,02,02,      IN txn   [4 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14897,0:11.722.346,36.166 us,,,02,02,         [4 IN-NAK],
3,FS,14898,0:11.722.389,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14899,0:11.722.392,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14900,0:11.722.438,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14901,0:11.722.446,82.500 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14902,0:11.722.446,25.666 us,,,02,02,         [3 IN-NAK],
3,FS,14903,0:11.722.478,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14904,0:11.722.482,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14905,0:11.722.528,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14906,0:11.722.535,82.500 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14907,0:11.722.535,25.583 us,,,02,02,         [3 IN-NAK],
3,FS,14908,0:11.722.568,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14909,0:11.722.571,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14910,0:11.722.617,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14911,0:11.722.625,82.166 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14912,0:11.722.625,25.500 us,,,02,02,         [3 IN-NAK],
3,FS,14913,0:11.722.657,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14914,0:11.722.660,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14915,0:11.722.707,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14916,0:11.722.714,82.500 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14917,0:11.722.714,25.750 us,,,02,02,         [3 IN-NAK],
3,FS,14918,0:11.722.747,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14919,0:11.722.750,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14920,0:11.722.796,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14921,0:11.722.804,82.083 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14922,0:11.722.804,25.333 us,,,02,02,         [3 IN-NAK],
3,FS,14923,0:11.722.836,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14924,0:11.722.839,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14925,0:11.722.885,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14926,0:11.722.893,82.250 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14927,0:11.722.893,25.583 us,,,02,02,         [3 IN-NAK],
3,FS,14928,0:11.722.925,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14929,0:11.722.928,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14930,0:11.722.974,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14931,0:11.722.982,103.916 us,64 B,,02,02,      IN txn   [5 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14932,0:11.722.982,47.250 us,,,02,02,         [5 IN-NAK],
3,FS,14933,0:11.723.036,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14934,0:11.723.039,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14935,0:11.723.085,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14936,0:11.723.093,82.083 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14937,0:11.723.093,25.416 us,,,02,02,         [3 IN-NAK],
3,FS,14938,0:11.723.125,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14939,0:11.723.128,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14940,0:11.723.174,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14941,0:11.723.182,156.916 us,64 B,,02,02,      IN txn   [1 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14942,0:11.723.182,4.000 us,,,02,02,         [1 IN-NAK],
3,FS,14943,0:11.723.289,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14944,0:11.723.292,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14945,0:11.723.338,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14946,0:11.723.346,82.000 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14947,0:11.723.346,25.250 us,,,02,02,         [3 IN-NAK],
3,FS,14948,0:11.723.378,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14949,0:11.723.382,44.933 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14950,0:11.723.428,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14951,0:11.723.435,82.250 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14952,0:11.723.435,25.416 us,,,02,02,         [3 IN-NAK],
3,FS,14953,0:11.723.468,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14954,0:11.723.471,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14955,0:11.723.517,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14956,0:11.723.525,82.083 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14957,0:11.723.525,25.333 us,,,02,02,         [3 IN-NAK],
3,FS,14958,0:11.723.557,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14959,0:11.723.560,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14960,0:11.723.606,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14961,0:11.723.614,82.500 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14962,0:11.723.614,25.750 us,,,02,02,         [3 IN-NAK],
3,FS,14963,0:11.723.646,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14964,0:11.723.649,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14965,0:11.723.696,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14966,0:11.723.703,82.500 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14967,0:11.723.703,25.833 us,,,02,02,         [3 IN-NAK],
3,FS,14968,0:11.723.736,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14969,0:11.723.739,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14970,0:11.723.785,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14971,0:11.723.793,114.833 us,64 B,,02,02,      IN txn   [6 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14972,0:11.723.793,58.083 us,,,02,02,         [6 IN-NAK],
3,FS,14973,0:11.723.858,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14974,0:11.723.861,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14975,0:11.723.907,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14976,0:11.723.915,92.916 us,64 B,,02,02,      IN txn   [4 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14977,0:11.723.915,36.250 us,,,02,02,         [4 IN-NAK],
3,FS,14978,0:11.723.958,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14979,0:11.723.961,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14980,0:11.724.007,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14981,0:11.724.015,93.166 us,64 B,,02,02,      IN txn   [4 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14982,0:11.724.015,36.333 us,,,02,02,         [4 IN-NAK],
3,FS,14983,0:11.724.058,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14984,0:11.724.061,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14985,0:11.724.107,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14986,0:11.724.115,82.583 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14987,0:11.724.115,25.833 us,,,02,02,         [3 IN-NAK],
3,FS,14988,0:11.724.147,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14989,0:11.724.151,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14990,0:11.724.197,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14991,0:11.724.289,50.083 us,64 B,,02,02,      IN txn,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14992,0:11.724.289,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14993,0:11.724.293,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14994,0:11.724.339,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14995,0:11.724.346,92.916 us,64 B,,02,02,      IN txn   [4 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14996,0:11.724.346,36.083 us,,,02,02,         [4 IN-NAK],
3,FS,14997,0:11.724.389,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14998,0:11.724.392,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14999,0:11.724.439,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,15000,0:11.724.446,93.500 us,64 B,,02,02,      IN txn   [4 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,15001,0:11.724.446,36.416 us,,,02,02,         [4 IN-NAK],
3,FS,15002,0:11.724.490,2.083 us,3 B,,02,02,         IN packet,69 02 81
